PRINC_DIAG_CODE,Count,ICD-9,icd9cm_mult
B309,81.0,07799,['07799']
S13121A,81.0,83902,['83902']
B376,81.0,11281,['11281']
J0431,81.0,46451,['46451']
F985,81.0,3070,['3070']
I861,81.0,4564,['4564']
Z048,81.0,V716,['V682' 'V716']
D190,80.0,2124,['2124']
C318,80.0,1608,['1608']
E8309,80.0,2751,['2751']
G44029,80.0,33902,['33902']
F518,80.0,30749,['30749']
M1040,80.0,27489,['27489']
L501,80.0,7081,['7081']
T881XXA,80.0,9990,['9990']
M2450,80.0,71849,['71840' '71848' '71849']
Q663,80.0,75459,['75459']
H4910,80.0,37853,['37853']
S43206A,80.0,83961,['83961']
I4902,79.0,42742,['42742']
M1991,79.0,71510,['71510']
M84439A,79.0,73312,['73312']
I8510,79.0,45621,['45621']
M1A9XX0,79.0,27402,['27402']
D015,79.0,2308,['2308']
S60559A,79.0,9146,['9146']
I8390,79.0,4549,['4549']
P0441,79.0,76075,['76075']
A074,78.0,0075,['0075']
L219,78.0,7063,['69010' '7063']
Z9912,78.0,V4612,['V4612']
N8183,78.0,61882,['61882']
D698,78.0,2878,['2878']
B3323,78.0,07421,['07421']
G4451,78.0,33941,['33941']
S06899A,78.0,85406,['85406']
C7B01,78.0,20971,['20971']
Q401,78.0,7506,['7506']
A35,78.0,037,['037']
P832,78.0,7780,['7780']
N99518,78.0,59683,['59683']
K763,77.0,5734,['5734']
Z981,77.0,V454,['V454']
N949,77.0,6299,['6299']
H9190,77.0,3899,['3899']
D6182,77.0,2842,['2842']
G1222,77.0,33522,['33522']
J9500,77.0,51900,['51900']
N413,77.0,6013,['6013']
G4459,77.0,33944,['33944']
C579,77.0,1849,['1849']
Z435,77.0,V555,['V555']
K4041,77.0,55001,['55001']
C4449,77.0,17349,['17349']
R41841,76.0,79952,['79952']
Z0379,76.0,V8909,['V8909']
E638,76.0,2698,['2698']
F984,76.0,3073,['3073']
M273,76.0,5265,['5265']
T560X4A,76.0,9849,['9809' '9849']
L551,76.0,69276,['69276']
Q741,76.0,75564,['75564']
R238,76.0,7829,['7829']
N971,76.0,6282,['6282']
A5485,76.0,09886,['09886']
J1281,76.0,4803,['4803']
D002,76.0,2302,['2302']
Z4659,75.0,V5359,['V5350' 'V5359']
R5382,75.0,78071,['78071']
S93129A,75.0,83805,['83805']
I092,75.0,393,['393']
G112,75.0,3342,['3342']
S06365A,75.0,85304,['85304']
F989,74.0,3139,['3139']
M4808,74.0,72409,['72409']
D179,74.0,2149,['2149']
J330,74.0,4710,['4710']
S339XXA,74.0,8485,['8469' '8479' '8485']
J060,74.0,4650,['4650']
B0820,74.0,05810,['05810']
C039,74.0,1439,['1438' '1439']
M12879,73.0,71687,['71647' '71687']
F064,73.0,29384,['29384']
M26212,73.0,52422,['52422']
P0722,73.0,76521,['76521']
L281,73.0,6983,['6983']
S36202A,73.0,86383,['86383']
D732,73.0,28951,['28951']
N810,73.0,61803,['61803']
S36201A,73.0,86382,['86382']
G5750,72.0,3555,['3555']
Q242,72.0,74682,['74682']
S0991XA,72.0,8728,['8728']
N642,72.0,6114,['6114']
Q781,72.0,75654,['75654']
I87309,72.0,45930,['45930']
R0601,72.0,78602,['78602']
T285XXA,72.0,9470,['9470']
S3142XA,72.0,8787,['8785' '8787']
D588,72.0,2828,['2828']
C9400,72.0,20700,['20700']
R5084,72.0,78066,['78066']
Q688,71.0,7569,['75551' '75552' '7569']
T594X4A,71.0,E9828,['9876' 'E9828']
Q913,71.0,7582,['7582']
T7029XA,71.0,9932,['9932']
D0008,71.0,2300,['2300']
N856,71.0,6215,['6215']
T7621XA,71.0,99583,['99583']
C8441,71.0,20271,['20271']
P138,71.0,7673,['7673']
Q02,71.0,7421,['7421']
C44721,71.0,17372,['17372']
Q381,71.0,7500,['7500']
G547,71.0,3536,['3536']
A689,71.0,0879,['0879']
S42309B,71.0,81230,['81230']
E065,70.0,2458,['2453' '2458']
M619,70.0,72810,['72810']
I87339,70.0,45933,['45933']
B0059,70.0,05449,['05441' '05449']
Z049,70.0,V719,['V719']
Z5309,70.0,V641,['V641']
P740,70.0,7757,['7757']
G545,70.0,3535,['3535']
C091,70.0,1462,['1462']
I280,70.0,4170,['4170']
L139,70.0,6949,['6949']
T7807XA,69.0,99567,['99567']
G5680,69.0,3548,['3548']
D355,69.0,2275,['2275']
Q360,69.0,74914,['74913' '74914']
H34239,69.0,36232,['36232']
A192,69.0,01800,['01800']
T7808XA,68.0,99568,['99568']
K739,68.0,57140,['57140']
E164,68.0,2515,['2515']
C8114,68.0,20154,['20154']
R938,68.0,79399,['7932' '79399']
J60,68.0,500,['500']
N641,68.0,6113,['6113']
O353XX0,68.0,65533,['65531' '65533']
K669,68.0,5689,['5689']
H938X9,67.0,3888,['3888']
H748X9,67.0,38589,['38589']
A528,67.0,096,['096']
D89813,67.0,27950,['27950']
D68311,67.0,28652,['28652']
M1289,67.0,71689,['71649' '71689']
G479,67.0,78050,['78050']
N038,67.0,58289,['5824' '58289']
S343XXA,67.0,9524,['9524']
S06364A,67.0,85303,['85303']
G501,67.0,3502,['3502']
Q120,66.0,74330,['74330']
L401,66.0,6961,['6943' '6961']
B954,66.0,04109,['04109']
D001,66.0,2301,['2301']
Q402,66.0,7507,['7507']
P835,66.0,7786,['7786']
P525,66.0,7722,['7722']
G311,66.0,3312,['3312']
S91009S,66.0,9061,['9061']
S25109A,66.0,9011,['9011']
T2270XA,66.0,94340,['94330' '94340']
I87099,65.0,45919,['45919']
B393,65.0,11509,['11509']
S60459A,65.0,9156,['9156']
K0500,65.0,52300,['52300']
T413X1A,65.0,E8552,['9685' '9689' 'E8552']
L943,65.0,7010,['7010']
P771,65.0,77751,['77751']
C58,65.0,181,['181']
C7A022,65.0,20913,['20913']
C8387,65.0,20087,['20057' '20087']
C8388,65.0,20088,['20058' '20088']
G544,65.0,3534,['3534']
Q664,65.0,75462,['75462']
M2600,65.0,52400,['52400']
Z751,65.0,V632,['V632']
A599,65.0,1319,['1319']
J45990,64.0,49381,['49381']
R87612,64.0,79503,['79503']
Q185,64.0,74484,['74484']
D558,64.0,2823,['2823']
B3322,64.0,07423,['07423']
G4734,64.0,32724,['32724']
D109,64.0,2109,['2109']
M8669,64.0,73019,['73019']
H0510,64.0,37610,['37610']
T286XXA,64.0,9472,['9472']
M8660,64.0,73010,['73010']
T80810A,64.0,99981,['99981']
P2411,64.0,77014,['77014']
S0124XA,64.0,87330,['87330']
T790XXA,64.0,9580,['9580']
C8353,64.0,20013,['20013']
E663,64.0,27802,['27802']
D739,64.0,28950,['28950']
T85693A,64.0,99655,['99655']
I010,63.0,3910,['3910']
G529,63.0,3529,['3529']
K286,63.0,53460,['53460']
H519,63.0,3789,['3789']
B789,63.0,1272,['1272']
B951,63.0,04102,['04102']
M75110,63.0,72613,['72613']
H3560,62.0,36281,['36281']
C540,62.0,1821,['1821']
C8178,62.0,20128,['20108' '20118' '20128']
F6811,62.0,30016,['30016']
I82B29,62.0,45375,['45375']
H0236,62.0,37434,['37434']
Q150,62.0,74344,['36514' '74320' '74321' '74322' '74344']
A5143,62.0,09152,['09150' '09151' '09152']
D563,62.0,28246,['28246']
F6389,62.0,31239,['31239']
L599,62.0,69282,['69282']
D2339,62.0,2163,['2163']
C8405,62.0,20215,['20215']
H3093,62.0,36320,['36320']
I729,61.0,4429,['4429']
S95902A,61.0,9048,['9048']
T620X4A,61.0,E9809,['9881' 'E9809']
S3510XA,61.0,90210,['90210']
M4710,61.0,72191,['72191']
B9629,61.0,04149,['04149']
R632,61.0,7836,['7836']
D020,61.0,2310,['2310']
D551,61.0,2822,['2822']
S85169A,61.0,90453,['90453']
N970,61.0,6280,['6280']
R839,61.0,7920,['7920']
T85398A,61.0,99659,['99651' '99659']
D169,60.0,2139,['2139']
A0224,60.0,00324,['00324']
O10919,60.0,64200,['64200']
C7A029,60.0,20910,['20910']
T7691XA,60.0,99580,['99580']
G8320,60.0,34440,['34440']
M2560,60.0,71950,['71950']
R930,60.0,7930,['7930']
A078,60.0,1365,['0073' '0078' '1365']
F601,60.0,30120,['30120']
D72820,60.0,28861,['28861']
H5704,60.0,37943,['37943']
I821,60.0,4531,['4531']
O9802,60.0,64731,['64731']
B088,60.0,0784,['0598' '0784']
H6090,59.0,38023,['38023']
O30049,59.0,V9103,['65100' 'V9103']
T2062XA,59.0,94123,['94123']
B1081,59.0,05881,['05881']
S40819A,59.0,9120,['9120']
R9430,59.0,79430,['79430']
M2629,59.0,52429,['52429']
H2000,59.0,36400,['36400']
S0450XA,59.0,9514,['9514']
G522,59.0,3523,['3523']
P523,59.0,77210,['77210']
T4394XA,58.0,E9803,['9699' 'E9803']
A449,58.0,0880,['0880']
J339,58.0,4719,['4719']
E1039,58.0,25051,['25051']
C9190,58.0,20490,['20490']
P748,58.0,77589,['77589']
C4440,58.0,17340,['17340']
Q928,58.0,7585,['7585']
E782,58.0,2722,['2722']
N399,58.0,5999,['5999']
C8121,58.0,20161,['20161']
F89,58.0,3159,['3159']
Z4902,57.0,V562,['V562']
D899,57.0,2799,['2799']
N250,57.0,5880,['5880']
J3502,57.0,47401,['47401']
Z72820,57.0,V694,['V694']
C313,57.0,1605,['1605']
B963,57.0,0415,['0415']
G8104,57.0,34202,['34202']
O99335,57.0,64904,['64902' '64904']
S63056A,57.0,83304,['83304']
S82401C,57.0,82391,['82331' '82391']
R490,57.0,78442,['78442']
I82891,57.0,45379,['45379']
R1083,57.0,7897,['7897']
K700,57.0,5710,['5710']
B1001,56.0,05821,['05821']
G478,56.0,3278,['3278']
L84,56.0,700,['700']
E0969,56.0,24980,['24980']
G619,56.0,3579,['3579']
Q822,56.0,75733,['75733']
D101,56.0,2101,['2101']
M7710,56.0,72632,['72632']
M7730,56.0,72673,['72673']
R454,56.0,79922,['79922']
C9420,56.0,20720,['20720']
S60519A,56.0,9140,['9140']
D820,56.0,27912,['27912']
B301,56.0,0773,['0773']
H47099,56.0,37749,['37749']
S06336A,55.0,85185,['85185']
F605,55.0,3014,['3014']
C8315,55.0,20045,['20045']
N889,55.0,6229,['6229']
T476X4A,55.0,E9804,['9735' 'E9804']
O99215,55.0,64914,['64912' '64914']
R635,55.0,7831,['7831']
N6459,55.0,61179,['61179']
O0380,55.0,63482,['63480' '63482']
F70,55.0,317,['317']
T800XXA,55.0,9991,['9991']
D339,55.0,2259,['2259']
R920,55.0,79381,['79381']
G43519,55.0,34651,['34651']
C061,55.0,1451,['1451']
Q079,55.0,7429,['7429']
O670,55.0,64131,['64131']
A5431,55.0,09840,['09840']
C962,55.0,20260,['20260']
N958,55.0,6278,['6278']
K594,55.0,5646,['5646']
C103,55.0,1467,['1467']
T8092XA,55.0,99980,['99980']
F9821,55.0,30753,['30753']
Z760,55.0,V681,['V681']
G44329,55.0,33922,['33922']
F513,55.0,30746,['30746']
P615,54.0,7767,['7767']
H5347,54.0,36847,['36847']
R935,54.0,7936,['7936']
B083,54.0,0570,['0570']
A5271,54.0,0950,['0950']
O071,54.0,6381,['6381']
C8443,54.0,20273,['20273']
R1111,54.0,78703,['07882' '78703']
Q8503,54.0,23773,['23773']
T2075XA,54.0,94156,['94136' '94146' '94156']
Z933,54.0,V443,['V443']
S93316A,54.0,83802,['83802']
H3343,53.0,36181,['36181']
A3780,53.0,0338,['0338']
T81711A,53.0,99772,['99772']
M271,53.0,5263,['5263']
Q310,53.0,7482,['7482']
M0840,53.0,71432,['71432']
P011,53.0,7611,['7611']
C261,53.0,1591,['1591']
R292,53.0,7961,['7961']
S329XXB,53.0,8089,['80859' '8089']
E8411,53.0,27701,['27701']
B150,53.0,0700,['0700']
Q761,53.0,75616,['75616']
T180XXA,53.0,E915,['9350' 'E915']
Q161,52.0,74402,['74402']
C8444,52.0,20274,['20274']
I82C29,52.0,45376,['45376']
G5770,52.0,35571,['35571']
Z634,52.0,V6282,['V6107' 'V618' 'V6282']
C9510,52.0,20810,['20810']
N8185,52.0,61884,['61884']
C260,52.0,1590,['1590']
K098,52.0,5284,['5284']
T2040XA,52.0,94100,['94100']
C102,52.0,1466,['1466']
Q5564,51.0,75265,['75265']
P521,51.0,77212,['77212']
F600,51.0,3010,['3010']
Q051,51.0,74102,['74102']
S3122XA,51.0,8781,['8781']
S43036A,51.0,83103,['83103']
H059,51.0,3769,['3769']
C132,51.0,1483,['1483']
A7740,51.0,08240,['08240']
Q760,51.0,75617,['75617']
N480,51.0,60781,['6070' '60781']
K832,51.0,5763,['5763']
F88,50.0,3158,['3158']
G2583,50.0,33393,['33393']
T484X4A,50.0,E9804,['9755' 'E9804']
Q056,50.0,74192,['74192']
P2431,50.0,77086,['77086']
D281,50.0,2211,['2211']
P2430,50.0,77085,['77085']
G44319,50.0,33921,['33921']
M953,50.0,7382,['7382']
N420,50.0,6020,['6020']
B368,50.0,1118,['1118']
C024,50.0,1416,['1416']
M720,50.0,7286,['7286']
A198,50.0,01880,['01880']
G5720,50.0,3552,['3552']
A9239,50.0,06649,['06649']
R6252,50.0,78343,['78343']
B829,50.0,129,['129']
R972,50.0,79093,['79093']
S0267XB,49.0,80237,['80237']
Q558,49.0,75289,['75289']
B079,49.0,07810,['07810']
T8090XA,49.0,99988,['99988']
I82291,49.0,45377,['45377']
R3914,49.0,78821,['78821']
T733XXA,49.0,E9272,['9945' 'E9272']
Q682,49.0,75564,['75440' '75441' '75564']
Z412,49.0,V502,['V502']
D045,49.0,2325,['2325']
I7773,49.0,44323,['44323']
A238,49.0,0238,['0238']
H168,49.0,3708,['3708']
D569,49.0,28240,['28240']
G3185,49.0,3316,['3316']
F951,48.0,30722,['30722']
T8699,48.0,99680,['99680']
D3160,48.0,2241,['2241']
M6740,48.0,72743,['72743']
Q917,48.0,7581,['7581']
H9210,48.0,38860,['38860']
H6123,48.0,3804,['3804']
F440,48.0,30012,['30012']
R6250,48.0,78340,['78340']
T8059XA,48.0,99949,['99949']
R0901,48.0,79901,['79901']
M7520,48.0,72612,['72612']
N4340,48.0,6081,['6081']
G09,48.0,326,['326']
Q6582,47.0,75562,['75562']
C8471,47.0,20061,['20061']
P2981,47.0,77985,['77985']
H04559,47.0,37556,['37556']
T791XXA,47.0,9581,['9581']
O30009,47.0,V9100,['65100' 'V9100']
H35109,47.0,36220,['36220']
A5217,47.0,0941,['0941']
T8062XA,47.0,99952,['99952']
J410,47.0,4910,['4910']
T80911A,47.0,99985,['99985']
H05229,47.0,37633,['37633']
Q520,47.0,75245,['75245']
C4A39,47.0,20931,['20931']
Z01812,47.0,V7263,['V7263']
L562,47.0,69272,['69272']
A5403,47.0,09835,['09815' '09835']
S13181A,46.0,83907,['83907']
O4210,46.0,65820,['65820']
M6530,46.0,72703,['72703']
Q513,46.0,75234,['75234']
Q809,46.0,7571,['7571']
A6001,46.0,05413,['05413']
Z4801,46.0,V5831,['V5831']
A691,46.0,101,['101']
G43501,46.0,34652,['34652']
R063,46.0,78604,['78604']
S32009B,46.0,8055,['8055']
M1389,46.0,71629,['71629']
H44119,46.0,36012,['36012']
Z932,46.0,V442,['V442']
C8382,46.0,20082,['20052' '20082']
M4050,46.0,73742,['73729' '73742']
B409,46.0,1160,['1160']
J310,46.0,4720,['4720']
C8113,45.0,20153,['20153']
T2050XA,45.0,94110,['94110']
G5610,45.0,3541,['3541']
I7092,45.0,4404,['4404']
D4860,45.0,2383,['2383']
E83111,45.0,27502,['27502']
A0221,45.0,00321,['00321']
H04009,45.0,37500,['37500']
C6930,45.0,1906,['1906']
C44509,45.0,17350,['17350']
A5149,45.0,09189,['0914' '09169' '0917' '09189']
C8129,45.0,20160,['20160']
T38891A,45.0,E8580,['9629' 'E8580']
N259,45.0,5889,['5889']
R45850,45.0,V6285,['V6285']
A069,45.0,0069,['0069']
I061,45.0,3951,['3951']
D280,45.0,2212,['2212']
N915,45.0,6261,['6261']
A0819,45.0,00864,['00864']
H5000,44.0,37800,['37800']
H169,44.0,3709,['3709']
A5279,44.0,0959,['0958' '0959']
M4150,44.0,73743,['73743']
I7589,44.0,44589,['44589']
P0516,44.0,76416,['76416']
O3133X0,44.0,65173,['65171' '65173']
N951,44.0,6272,['6272']
Q615,44.0,75317,['75316' '75317']
C130,44.0,1480,['1480']
S303XXA,44.0,9228,['9228']
Q825,44.0,75732,['75732']
T486X4A,44.0,E9804,['9757' 'E9804']
C8312,44.0,20042,['20042']
T1502XA,44.0,E914,['9300' 'E914']
S42109B,44.0,81110,['81110']
H53139,44.0,36811,['36811']
H518,44.0,37887,['37885' '37887']
N2886,43.0,5903,['5903']
D89810,43.0,27951,['27951']
R0982,43.0,78491,['78491']
S064X8A,43.0,85245,['85245']
O99210,43.0,64910,['64910']
F4542,43.0,30789,['30789']
B389,43.0,1149,['1149']
O086,43.0,6392,['6392']
S7400XA,43.0,9560,['9560']
K149,43.0,5299,['5299']
R1905,43.0,78935,['78935']
D360,43.0,2290,['2290']
G9781,43.0,99709,['99701' '99709']
I029,43.0,3929,['3929']
C8172,43.0,20122,['20102' '20112' '20122']
N893,43.0,6230,['6230']
S2699XA,43.0,86100,['86100']
D439,43.0,2379,['2379']
D0739,43.0,23339,['23339']
Q891,43.0,7591,['7591']
R1906,43.0,78936,['78936']
Z794,42.0,V5867,['V5867']
T703XXA,42.0,9933,['9933']
S2690XA,42.0,86100,['86100']
J399,42.0,4789,['4789']
A1803,42.0,73088,['01560' '01570' '73088']
K6281,42.0,56943,['56943']
C8445,42.0,20275,['20275']
B678,42.0,1228,['1228']
D072,42.0,23331,['23331']
T8052XA,42.0,99942,['99942']
D3A00,42.0,20960,['20960']
C004,42.0,1404,['1404']
B059,42.0,0559,['0559']
M21959,42.0,73689,['73630' '73689']
D489,42.0,2389,['2389']
K271,42.0,53310,['53310']
Q106,42.0,74365,['74365']
E1349,42.0,34989,['24960' '25060' '34989']
I659,42.0,43390,['43390']
C7A025,42.0,20916,['20916']
T2141XA,42.0,94201,['94201']
N489,42.0,6079,['6079']
O082,42.0,6396,['6396']
N398,42.0,59989,['59989']
C4A9,41.0,20936,['20936']
S159XXA,41.0,9009,['9009']
B80,41.0,1274,['1274']
C512,41.0,1843,['1843']
A279,41.0,1009,['1009']
A871,41.0,0491,['0491']
D582,41.0,2827,['2827']
D098,41.0,2348,['2348']
O98213,41.0,64713,['64711' '64713']
R942,41.0,7942,['7942']
E754,41.0,3301,['3301']
G8324,41.0,34442,['34442']
P249,41.0,77010,['77010']
C312,41.0,1604,['1604']
C4A4,41.0,20932,['20932']
M2606,41.0,52406,['52406']
O9279,41.0,67684,['67682' '67684']
D8982,41.0,27941,['27941']
O1013,41.0,64224,['64224']
Q799,40.0,7569,['7569']
A5213,40.0,0942,['0942']
Q820,40.0,7570,['7570']
S93119A,40.0,83806,['83806']
B9711,40.0,0792,['0792']
H20829,40.0,36424,['36424']
H01009,40.0,37300,['37300']
G128,40.0,33519,['33519']
T2059XA,40.0,94119,['94119']
C8404,40.0,20214,['20214']
S6730XA,40.0,92721,['92721']
I2582,40.0,4142,['4142']
S92909B,40.0,82530,['82530']
P017,40.0,7617,['7617']
H15109,40.0,37900,['37900']
K0820,40.0,52520,['52520']
D074,40.0,2335,['2335']
C8296,40.0,20206,['20206']
S35229A,40.0,90225,['90225']
O98613,40.0,64783,['64781' '64783']
C000,40.0,1400,['1400']
T8169XA,40.0,9987,['9987']
Q9389,40.0,75839,['75839']
K9433,40.0,53087,['53087']
M84350A,39.0,73398,['73398']
A158,39.0,01280,['01280']
I099,39.0,39890,['39890']
B358,39.0,1108,['1106' '1108']
M8918,39.0,73391,['73391']
D139,39.0,2119,['2119']
Q6532,39.0,75432,['75432']
H9042,39.0,38917,['38913' '38914' '38915' '38917']
E169,39.0,2519,['2519']
K9081,39.0,0402,['0402']
N182,39.0,5852,['5852']
S142XXA,39.0,9530,['9530']
P702,39.0,7751,['7751']
N6029,39.0,6102,['6102']
A1802,39.0,71148,['01510' '01520' '01580' '01590' '71145' '71146' '71148']
O0930,39.0,V237,['V237']
A1782,39.0,01360,['01360']
Z87891,39.0,V1582,['V1582']
B351,39.0,1101,['1101']
N8184,39.0,61883,['61883']
I7581,39.0,44581,['44581']
S3289XB,38.0,80859,['80859']
H6530,38.0,38129,['38120' '38129']
C600,38.0,1871,['1871']
S329XXS,38.0,9051,['9051']
O0333,38.0,63441,['63441']
O0484,38.0,63522,['63522']
D1800,38.0,22800,['22800']
T8051XA,38.0,99941,['99941']
P025,38.0,7625,['7625']
T371X4A,38.0,E9804,['9618' 'E9804']
C7650,38.0,1955,['1955']
N649,38.0,6119,['6119']
B0050,38.0,05440,['05440']
Q691,38.0,75501,['75501']
O0334,38.0,63421,['63421']
O34533,38.0,65434,['65431' '65432' '65433' '65434']
A881,38.0,07881,['07881']
H53459,38.0,36844,['36844']
C511,38.0,1842,['1842']
S14118A,38.0,95206,['95206']
F72,38.0,3181,['3181']
D493,38.0,2393,['2393']
P2421,38.0,77016,['77016']
C8419,38.0,20220,['20220']
E3122,37.0,25802,['25802']
A749,37.0,07998,['07998']
O1043,37.0,64214,['64214']
P0269,37.0,7626,['7626']
D3A021,37.0,20952,['20952']
S20229A,37.0,92233,['92233']
N912,37.0,6260,['6260']
R933,37.0,7934,['7934']
Z762,37.0,V201,['V201']
C8314,37.0,20044,['20044']
P09,37.0,7966,['7966']
T383X5A,37.0,E9323,['99523' 'E9323']
P003,37.0,7603,['7603']
R290,37.0,7817,['7817']
D538,37.0,2818,['2818']
R937,37.0,7937,['7937']
Z7682,37.0,V4983,['V4983']
I7091,37.0,4409,['4409']
S88912A,37.0,8974,['8974']
O99323,37.0,64833,['64831' '64833']
R87810,37.0,79505,['79505']
S83126A,37.0,83652,['83652']
P134,37.0,7672,['7672']
O751,37.0,66914,['66911' '66912' '66914']
Q969,36.0,7586,['7586']
S01502A,36.0,87360,['87360']
F6081,36.0,30181,['30181']
H3530,36.0,36250,['36250']
P280,36.0,7704,['7704']
J689,36.0,5069,['5069']
Z742,36.0,V604,['V604']
Z1502,36.0,V8402,['V8402']
Q064,36.0,74253,['74253']
G508,36.0,3508,['3508']
H10029,36.0,37203,['37203']
I76,36.0,449,['449']
M79A3,36.0,72973,['72973']
S069X5A,36.0,85404,['85404']
C301,36.0,1601,['1601']
L301,36.0,70581,['70581']
B330,36.0,0741,['0741']
C8179,36.0,20120,['20100' '20110' '20120']
N2883,36.0,5930,['5930']
S344XXA,36.0,9535,['9535']
J301,36.0,4770,['4770']
G4752,35.0,32742,['32742']
C8317,35.0,20047,['20047']
A3710,35.0,0331,['0331']
P048,35.0,76079,['76079']
Z0371,35.0,V8901,['V8901']
B529,35.0,0845,['0842' '0845']
N906,35.0,6243,['6243']
C7A095,35.0,20926,['20926']
C755,35.0,1946,['1946']
C8196,35.0,20196,['20196']
J8482,35.0,5165,['5165']
H268,35.0,3668,['36646' '3668']
S060X5A,35.0,8503,['8503']
A5909,35.0,13109,['13109']
G44099,35.0,33909,['33909']
N3945,35.0,78837,['78837']
B955,35.0,04100,['04100']
C4010,35.0,1705,['1705']
O46093,35.0,64133,['64131' '64133']
O119,35.0,64270,['64220' '64270']
S21009A,35.0,8790,['8790']
R232,35.0,78262,['78262']
E0511,35.0,24211,['24211']
J84117,34.0,51637,['51637']
E310,34.0,2581,['2581']
Q055,34.0,74191,['74191']
Q383,34.0,75019,['75010' '75011' '75012' '75013' '75016' '75019']
Z4802,34.0,V5832,['V5832']
H4720,34.0,37710,['37710']
D57412,34.0,28952,['28242' '28952']
M2420,34.0,7284,['7284']
H0500,34.0,37600,['37600']
A5600,34.0,09953,['09953']
N959,34.0,6279,['6279']
C113,34.0,1473,['1473']
F24,34.0,2973,['2973']
P520,34.0,77211,['77211']
H3589,34.0,36289,['36282' '36285' '36289']
S1080XA,34.0,9108,['9108']
O074,33.0,6389,['6389']
L218,33.0,69018,['69018']
T7806XA,33.0,99566,['99566']
P545,33.0,7726,['7726']
L532,33.0,6950,['6950']
C8115,33.0,20155,['20155']
G44019,33.0,33901,['33901']
E0921,33.0,58381,['24940' '58181' '58381']
Q649,33.0,7539,['7539']
B950,33.0,04101,['04101']
G7119,33.0,35929,['35929']
C100,33.0,1463,['1463']
Z202,33.0,V016,['V016']
C8354,33.0,20014,['20014']
T1592XA,33.0,E914,['9309' 'E914']
H9503,33.0,38332,['38332']
J359,33.0,4749,['4749']
R069,33.0,78600,['78600']
J672,33.0,4952,['4952']
H0289,33.0,37489,['37481' '37489']
G835,33.0,34481,['34481']
S35516A,33.0,90254,['90252' '90254']
R488,33.0,78469,['78469']
F21,33.0,30122,['30122']
K751,32.0,5721,['5721']
Q51818,32.0,75239,['75239']
E261,32.0,25514,['25514']
T458X1A,32.0,E8582,['9638' '9648' 'E8581' 'E8582']
O98013,32.0,64733,['64731' '64733']
O3430,32.0,65450,['65450']
R403,32.0,78003,['78003']
K111,32.0,5271,['5271']
L211,32.0,69012,['69012']
G43829,32.0,34640,['34640']
D3A011,32.0,20942,['20942']
O0480,32.0,63582,['63582']
D239,32.0,2169,['2169']
Z523,32.0,V593,['V593']
R414,32.0,7818,['7818']
T43634A,32.0,E9803,['96973' 'E9803']
H05429,32.0,37652,['37652']
H510,32.0,37882,['37881' '37882']
A529,32.0,0970,['0970']
O0737,32.0,6380,['6380']
P0382,32.0,76384,['76384']
F801,32.0,31531,['31531']
Q288,32.0,74789,['74789']
A421,32.0,0392,['0392']
E270,32.0,2553,['2553']
Z7982,31.0,V5866,['V5866']
N899,31.0,6239,['6239']
O26619,31.0,64670,['64670']
I7401,31.0,44401,['44401']
T82599A,31.0,99600,['99600']
A5423,31.0,09834,['09813' '09814' '09833' '09834']
B508,31.0,0849,['0848' '0849']
T8022XA,31.0,99934,['99934']
G44039,31.0,33903,['33903']
C4402,31.0,17302,['17302']
T7589XA,31.0,9949,['9949']
S63016A,31.0,83301,['83301']
F408,31.0,30029,['30029']
G509,31.0,3509,['3509']
G8922,31.0,33822,['33822']
E673,31.0,2784,['2784']
D380,31.0,2356,['2356']
P268,31.0,7703,['7703']
C8474,31.0,20064,['20064']
Q524,30.0,75249,['75241' '75249']
B0224,30.0,05314,['05314']
B5889,30.0,1307,['1307']
K276,30.0,53360,['53360']
C7A094,30.0,20925,['20925']
F71,30.0,3180,['3180']
C8473,30.0,20063,['20063']
S179XXA,30.0,9252,['9252']
H34819,30.0,36235,['36235']
C8375,30.0,20025,['20025']
M8970,30.0,7313,['7313']
F04,30.0,2940,['2940']
P721,30.0,7753,['7753']
C101,30.0,1464,['1464']
F3011,30.0,29601,['29601']
Q078,30.0,7428,['7428']
A5139,30.0,0913,['0913']
N825,30.0,6192,['6192']
C8418,30.0,20228,['20228']
I4940,30.0,42760,['42760']
D038,30.0,1728,['1728']
Z36,30.0,V289,['V289']
S1110XA,30.0,8742,['8742']
D075,30.0,2334,['2334']
S11022A,29.0,87412,['87412']
S3421XA,29.0,9532,['9532']
N4404,29.0,60824,['60824']
R432,29.0,7811,['7811']
G523,29.0,3525,['3525']
Q897,29.0,7597,['7597']
D560,29.0,28243,['28243']
A051,29.0,0051,['0051']
E7421,29.0,2711,['2711']
K0263,29.0,52107,['52103' '52107']
F940,29.0,31323,['31323']
Q544,29.0,75263,['75263']
B303,29.0,0774,['0774']
N218,29.0,5948,['5948']
C8472,29.0,20062,['20062']
O891,29.0,66814,['66814']
M654,29.0,72704,['72704']
H3582,29.0,36284,['36284']
O0993,29.0,V239,['V239']
B172,29.0,07053,['07053']
T79A0XA,28.0,95890,['95890']
A154,28.0,01210,['01210']
Z331,28.0,V222,['V222']
P009,28.0,7609,['7609']
D499,28.0,2399,['2399']
C8374,28.0,20024,['20024']
Z711,28.0,V655,['V655']
G121,28.0,33511,['33511']
K1321,28.0,5286,['5286']
A1889,28.0,01790,['01780' '01790']
T8110XA,28.0,99800,['99800']
S83196A,28.0,83659,['83659']
